relative_im_path,class,xmin,xmax,ymin,ymax
datasets/202/5.jpg,202,114,99,671,371,
datasets/202/130.jpg,202,7,140,77,195,
datasets/202/30.jpg,202,74,37,550,310,
datasets/202/321.jpg,202,140,216,792,557,
datasets/202/40.jpg,202,114,53,1038,611,
datasets/202/147.jpg,202,418,1265,5590,3201,
datasets/202/39.jpg,202,89,184,951,592,
datasets/202/124.jpg,202,79,275,859,667,
datasets/202/216.jpg,202,175,131,1724,968,
datasets/202/242.jpg,202,49,458,910,773,
datasets/202/18.jpg,202,88,305,1516,1097,
datasets/202/115.jpg,202,41,79,607,406,
datasets/202/169.jpg,202,176,339,1136,825,
datasets/202/16.jpg,202,195,96,824,495,
datasets/202/281.jpg,202,21,79,371,275,
datasets/202/177.jpg,202,31,52,617,390,
datasets/202/3.jpg,202,154,182,1842,941,
datasets/202/273.jpg,202,89,130,1532,674,
datasets/202/237.jpg,202,88,86,634,384,
datasets/202/100.jpg,202,31,95,576,393,
datasets/202/144.jpg,202,97,176,947,583,
datasets/202/230.jpg,202,99,172,1789,1019,
datasets/202/27.jpg,202,39,36,410,264,
datasets/202/19.jpg,202,175,271,4010,2369,
datasets/202/64.jpg,202,24,188,996,647,
datasets/202/189.jpg,202,79,127,580,412,
datasets/202/224.jpg,202,170,250,866,508,
datasets/202/285.jpg,202,1271,370,1362,462,
datasets/202/37.jpg,202,225,238,1735,962,
datasets/202/290.jpg,202,299,295,1395,1080,
datasets/202/107.jpg,202,76,83,580,359,
datasets/202/36.jpg,202,118,103,899,557,
datasets/202/279.jpg,202,101,133,932,667,
datasets/202/181.jpg,202,536,134,576,179,
datasets/202/131.jpg,202,148,59,527,304,
datasets/202/112.jpg,202,10,200,924,563,
datasets/202/312.jpg,202,253,1736,1565,2228,
datasets/202/298.jpg,202,752,806,3767,1940,
datasets/202/277.jpg,202,71,179,1161,787,
datasets/202/25.jpg,202,658,182,829,251,
datasets/202/74.jpg,202,144,112,822,557,
datasets/202/91.jpg,202,97,59,608,312,
datasets/202/108.jpg,202,96,106,764,402,
datasets/202/320.jpg,202,97,237,598,427,
datasets/202/52.jpg,202,1118,256,1279,452,
datasets/202/323.jpg,202,13,76,399,289,
datasets/202/110.jpg,202,111,142,557,384,
datasets/202/145.jpg,202,124,184,851,609,
datasets/202/106.jpg,202,19,146,524,340,
datasets/202/317.jpg,202,224,278,683,624,
datasets/202/164.jpg,202,531,818,3840,2645,
datasets/202/260.jpg,202,216,175,576,458,
datasets/202/303.jpg,202,87,97,619,366,
datasets/202/104.jpg,202,61,153,568,435,
datasets/202/300.jpg,202,106,75,390,226,
datasets/202/28.jpg,202,24,65,629,437,
datasets/202/101.jpg,202,46,41,627,395,
datasets/202/60.jpg,202,12,28,607,400,
datasets/202/301.jpg,202,196,295,1839,937,
datasets/202/84.jpg,202,182,129,832,529,
datasets/202/46.jpg,202,32,132,961,565,
datasets/202/220.jpg,202,99,87,782,533,
datasets/202/309.jpg,202,177,146,659,436,
datasets/202/235.jpg,202,210,203,941,609,
datasets/202/299.jpg,202,184,122,570,461,
datasets/202/191.jpg,202,150,263,1495,729,
datasets/202/114.jpg,202,204,383,950,793,
datasets/202/253.jpg,202,37,80,587,394,
datasets/202/313.jpg,202,80,72,1515,805,
datasets/202/118.jpg,202,47,52,971,611,
datasets/202/271.jpg,202,1101,997,3847,2425,
datasets/202/51.jpg,202,235,301,883,690,
datasets/202/187.jpg,202,241,220,1168,712,
datasets/202/254.jpg,202,73,98,227,202,
datasets/202/256.jpg,202,114,178,891,650,
datasets/202/111.jpg,202,142,92,1721,883,
datasets/202/119.jpg,202,67,118,588,322,
datasets/202/155.jpg,202,126,129,528,379,
datasets/202/53.jpg,202,791,116,1276,469,
datasets/202/102.jpg,202,25,78,633,349,
datasets/202/160.jpg,202,113,91,788,501,
datasets/202/186.jpg,202,143,186,684,474,
datasets/202/288.jpg,202,2,211,489,527,
datasets/202/243.jpg,202,280,77,1404,797,
datasets/202/265.jpg,202,42,60,579,397,
datasets/202/128.jpg,202,96,96,779,454,
datasets/202/23.jpg,202,59,66,622,370,
datasets/202/32.jpg,202,313,455,1549,1099,
datasets/202/85.jpg,202,123,216,701,544,
datasets/202/268.jpg,202,55,192,746,515,
datasets/202/58.jpg,202,40,94,448,325,
datasets/202/125.jpg,202,113,199,889,593,
datasets/202/308.jpg,202,55,27,583,332,
datasets/202/146.jpg,202,9,141,527,345,
datasets/202/172.jpg,202,432,497,1388,1033,
datasets/202/133.jpg,202,333,323,1313,868,
datasets/202/292.jpg,202,166,90,838,538,
datasets/202/140.jpg,202,54,172,895,743,
datasets/202/325.jpg,202,88,54,328,200,
datasets/202/21.jpg,202,46,51,623,395,
datasets/202/306.jpg,202,196,135,740,612,
datasets/202/14.jpg,202,2,349,107,478,
datasets/202/117.jpg,202,75,136,1348,671,
datasets/202/262.jpg,202,12,78,384,269,
datasets/202/122.jpg,202,69,23,569,349,
datasets/202/79.jpg,202,31,59,371,244,
datasets/202/43.jpg,202,510,184,533,217,
datasets/202/184.jpg,202,144,34,372,207,
datasets/202/264.jpg,202,80,159,889,501,
datasets/202/63.jpg,202,89,79,938,612,
datasets/202/139.jpg,202,36,87,385,264,
datasets/202/226.jpg,202,164,48,980,454,
datasets/202/161.jpg,202,29,24,972,619,
datasets/202/307.jpg,202,4,243,425,491,
datasets/202/17.jpg,202,308,432,1147,903,
datasets/202/188.jpg,202,15,106,515,293,
datasets/202/203.jpg,202,26,39,381,263,
datasets/202/167.jpg,202,36,71,609,399,
datasets/202/287.jpg,202,51,57,598,404,
datasets/202/257.jpg,202,41,162,956,645,
datasets/202/116.jpg,202,68,43,453,311,
datasets/202/163.jpg,202,46,206,726,565,
datasets/202/195.jpg,202,22,76,505,335,
datasets/202/269.jpg,202,127,356,2263,1439,
datasets/202/171.jpg,202,84,56,291,205,
datasets/202/99.jpg,202,88,69,891,597,
datasets/202/153.jpg,202,118,158,1111,543,
datasets/202/150.jpg,202,128,70,865,503,
datasets/202/44.jpg,202,358,154,1266,773,
datasets/202/213.jpg,202,271,66,793,334,
datasets/202/223.jpg,202,128,151,532,368,
datasets/202/67.jpg,202,489,204,571,258,
datasets/202/83.jpg,202,36,182,930,540,
datasets/202/291.jpg,202,196,145,550,363,
datasets/202/59.jpg,202,75,93,536,329,
datasets/202/240.jpg,202,221,526,1477,1130,
datasets/202/1.jpg,202,47,76,994,702,
datasets/202/77.jpg,202,44,95,601,400,
datasets/202/22.jpg,202,140,220,1497,722,
datasets/202/232.jpg,202,73,56,378,211,
datasets/202/35.jpg,202,1043,252,1137,358,
datasets/202/123.jpg,202,96,172,2233,1484,
datasets/202/170.jpg,202,90,128,565,350,
datasets/202/132.jpg,202,112,127,939,620,
datasets/202/318.jpg,202,228,206,615,514,
datasets/202/41.jpg,202,61,37,581,387,
datasets/202/202.jpg,202,208,145,801,508,
datasets/202/212.jpg,202,59,82,969,543,
datasets/202/179.jpg,202,42,16,589,346,
datasets/202/48.jpg,202,97,176,947,583,
datasets/202/62.jpg,202,168,196,807,561,
datasets/202/136.jpg,202,66,138,517,364,
datasets/202/229.jpg,202,166,118,745,404,
datasets/202/192.jpg,202,307,221,660,419,
datasets/202/207.jpg,202,31,172,617,406,
datasets/202/193.jpg,202,82,111,368,287,
datasets/202/196.jpg,202,58,158,1311,676,
datasets/202/328.jpg,202,142,120,540,359,
datasets/202/90.jpg,202,139,181,931,582,
datasets/202/227.jpg,202,85,116,564,385,
datasets/202/47.jpg,202,729,341,860,428,
datasets/202/182.jpg,202,123,188,732,512,
datasets/202/11.jpg,202,422,374,1353,855,
datasets/202/34.jpg,202,93,215,1493,962,
datasets/202/190.jpg,202,21,60,518,333,
datasets/202/296.jpg,202,14,52,459,253,
datasets/202/316.jpg,202,126,54,1030,614,
datasets/202/282.jpg,202,46,70,441,276,
datasets/202/284.jpg,202,122,91,463,304,
datasets/202/228.jpg,202,114,24,887,570,
datasets/202/92.jpg,202,1,96,67,172,
datasets/202/135.jpg,202,44,196,964,667,
datasets/202/73.jpg,202,275,319,1006,670,
datasets/202/65.jpg,202,82,357,1839,1060,
datasets/202/4.jpg,202,70,77,1090,646,
datasets/202/50.jpg,202,0,113,879,562,
datasets/202/142.jpg,202,124,84,879,519,
datasets/202/319.jpg,202,126,112,1574,827,
datasets/202/57.jpg,202,5,4,480,293,
datasets/202/113.jpg,202,8,19,206,141,
datasets/202/185.jpg,202,47,174,582,412,
datasets/202/75.jpg,202,53,84,593,353,
datasets/202/219.jpg,202,616,96,1000,316,
datasets/202/252.jpg,202,37,110,620,422,
datasets/202/158.jpg,202,84,103,574,386,
datasets/202/71.jpg,202,260,204,739,471,
datasets/202/272.jpg,202,112,301,1830,1194,
datasets/202/10.jpg,202,175,277,1171,789,
datasets/202/98.jpg,202,94,108,543,365,
datasets/202/304.jpg,202,32,18,621,525,
datasets/202/327.jpg,202,60,72,97,178,
datasets/202/94.jpg,202,123,216,701,544,
datasets/202/302.jpg,202,69,0,927,629,
datasets/202/129.jpg,202,506,160,617,220,
datasets/202/38.jpg,202,323,153,1503,872,
datasets/202/49.jpg,202,31,52,617,390,
datasets/202/225.jpg,202,58,130,926,687,
datasets/202/222.jpg,202,42,47,332,175,
datasets/202/180.jpg,202,469,482,1410,1062,
datasets/202/87.jpg,202,70,161,567,438,
datasets/202/151.jpg,202,100,59,498,300,
datasets/202/315.jpg,202,260,87,2730,1917,
datasets/202/56.jpg,202,77,880,897,1167,
datasets/202/175.jpg,202,563,326,674,403,
datasets/202/305.jpg,202,44,148,504,344,
datasets/202/278.jpg,202,311,0,1604,1016,
datasets/202/66.jpg,202,46,71,445,259,
datasets/202/33.jpg,202,109,121,697,488,
datasets/202/330.jpg,202,47,5,827,530,
datasets/202/197.jpg,202,332,326,1344,911,
datasets/202/263.jpg,202,70,71,589,383,
datasets/202/324.jpg,202,4,60,208,206,
datasets/202/174.jpg,202,37,231,1557,978,
datasets/202/200.jpg,202,93,191,706,486,
datasets/202/215.jpg,202,226,257,758,615,
datasets/202/12.jpg,202,171,131,1241,843,
datasets/202/280.jpg,202,129,204,768,459,
datasets/202/251.jpg,202,101,93,580,291,
datasets/202/297.jpg,202,96,4,400,223,
datasets/202/97.jpg,202,67,42,568,289,
datasets/202/247.jpg,202,476,146,566,211,
datasets/202/201.jpg,202,856,307,3314,1724,
datasets/202/126.jpg,202,65,105,507,358,
datasets/202/267.jpg,202,513,611,1439,1165,
datasets/202/326.jpg,202,72,74,875,640,
datasets/202/9.jpg,202,288,332,3087,1905,
datasets/202/183.jpg,202,133,206,595,373,
datasets/202/8.jpg,202,55,96,952,702,
datasets/202/82.jpg,202,258,378,1316,1043,
datasets/202/137.jpg,202,0,156,111,228,
datasets/202/45.jpg,202,289,119,999,514,
datasets/202/20.jpg,202,308,334,1373,915,
datasets/202/258.jpg,202,88,122,578,367,
datasets/202/168.jpg,202,26,195,1006,570,
datasets/202/293.jpg,202,38,37,623,359,
datasets/202/26.jpg,202,76,142,943,562,
datasets/202/109.jpg,202,100,133,1080,535,
datasets/202/29.jpg,202,0,334,119,376,
datasets/202/120.jpg,202,37,142,622,413,
datasets/202/218.jpg,202,115,78,567,366,
datasets/202/310.jpg,202,7,257,499,504,
datasets/202/89.jpg,202,61,105,415,332,
datasets/202/233.jpg,202,30,60,381,242,
datasets/202/322.jpg,202,98,64,664,441,
datasets/202/95.jpg,202,289,178,777,541,
datasets/202/72.jpg,202,52,78,809,492,
datasets/202/31.jpg,202,28,56,520,340,
datasets/202/159.jpg,202,72,101,434,282,
datasets/202/166.jpg,202,2,707,1353,2289,
datasets/202/294.jpg,202,0,149,95,240,
datasets/202/211.jpg,202,87,174,750,622,
datasets/202/141.jpg,202,162,42,1139,674,
datasets/202/70.jpg,202,20,72,500,347,
datasets/202/143.jpg,202,59,17,587,349,
datasets/202/314.jpg,202,156,91,1166,660,
datasets/202/80.jpg,202,57,148,602,429,
datasets/202/246.jpg,202,24,57,605,423,
datasets/202/210.jpg,202,13,99,616,417,
datasets/203/238.jpg,203,244,253,1102,656,
datasets/203/173.jpg,203,47,242,825,673,
datasets/203/249.jpg,203,1051,426,1198,650,
datasets/203/157.jpg,203,50,197,596,425,
datasets/203/69.jpg,203,100,130,1116,573,
datasets/203/165.jpg,203,48,125,919,556,
datasets/203/234.jpg,203,158,184,763,407,
datasets/203/138.jpg,203,838,791,2930,1706,
datasets/203/248.jpg,203,170,100,568,302,
datasets/203/6.jpg,203,76,78,418,264,
datasets/203/221.jpg,203,24,57,325,163,
datasets/203/96.jpg,203,266,270,1395,844,
datasets/203/261.jpg,203,97,179,529,334,
datasets/203/266.jpg,203,20,98,359,262,
datasets/203/245.jpg,203,49,123,600,331,
datasets/203/54.jpg,203,276,315,1262,750,
datasets/203/149.jpg,203,55,38,540,391,
datasets/203/259.jpg,203,39,58,587,425,
datasets/203/239.jpg,203,74,13,692,240,
datasets/203/244.jpg,203,44,75,570,374,
datasets/203/81.jpg,203,45,235,936,566,
datasets/203/76.jpg,203,238,40,1340,570,
datasets/203/78.jpg,203,229,1138,3787,2706,
datasets/203/178.jpg,203,319,113,1344,581,
datasets/203/61.jpg,203,14,59,622,392,
datasets/203/236.jpg,203,12,156,524,342,
datasets/203/7.jpg,203,99,72,666,351,
datasets/203/105.jpg,203,72,61,665,434,
datasets/203/152.jpg,203,66,91,591,340,
datasets/203/154.jpg,203,71,130,598,362,
datasets/203/134.jpg,203,133,25,540,331,
datasets/203/148.jpg,203,795,81,1036,361,
datasets/203/255.jpg,203,632,254,699,315,
datasets/203/15.jpg,203,607,18,850,144,
datasets/203/156.jpg,203,89,58,568,312,
datasets/203/93.jpg,203,45,125,630,391,
datasets/203/194.jpg,203,49,40,427,256,
datasets/203/42.jpg,203,134,171,1124,644,
datasets/203/275.jpg,203,141,367,1159,778,
datasets/203/199.jpg,203,0,100,77,159,
datasets/203/88.jpg,203,55,57,403,227,
datasets/203/2.jpg,203,455,96,1199,422,
datasets/203/250.jpg,203,12,41,1124,513,
datasets/203/86.jpg,203,23,40,523,288,
datasets/203/241.jpg,203,0,36,1896,1188,
datasets/203/274.jpg,203,41,31,607,318,
datasets/203/205.jpg,203,486,190,1458,987,
datasets/203/127.jpg,203,93,33,509,249,
datasets/203/121.jpg,203,170,255,1166,651,
datasets/203/270.jpg,203,87,221,503,394,
datasets/203/208.jpg,203,55,76,585,369,
datasets/203/24.jpg,203,24,47,1239,676,
datasets/203/283.jpg,203,19,57,594,332,
datasets/203/206.jpg,203,18,39,614,369,
datasets/203/231.jpg,203,22,87,476,320,
datasets/203/198.jpg,203,19,433,595,829,
datasets/203/214.jpg,203,58,168,128,218,
datasets/203/209.jpg,203,0,6,1356,1200,
datasets/203/176.jpg,203,0,3,315,235,
datasets/203/103.jpg,203,182,342,796,697,
datasets/203/68.jpg,203,1146,260,1261,397,
datasets/203/276.jpg,203,46,103,848,488,
datasets/203/13.jpg,203,122,196,907,598,
datasets/203/162.jpg,203,11,103,1257,638,
datasets/203/217.jpg,203,58,168,1148,781,
datasets/203/55.jpg,203,320,811,1311,1173,
datasets/203/204.jpg,203,80,77,474,278,
datasets/203/5.jpg,203,32,57,1265,609,
datasets/203/130.jpg,203,187,107,744,409,
datasets/203/30.jpg,203,79,84,415,327,
datasets/203/40.jpg,203,190,286,1725,868,
datasets/203/147.jpg,203,71,211,1784,928,
datasets/203/39.jpg,203,391,200,2727,1343,
datasets/203/124.jpg,203,147,356,1517,994,
datasets/203/216.jpg,203,28,100,608,386,
datasets/203/242.jpg,203,82,68,725,376,
datasets/203/18.jpg,203,117,147,502,320,
datasets/203/115.jpg,203,40,114,872,518,
datasets/203/169.jpg,203,144,531,755,1030,
datasets/203/16.jpg,203,33,54,1268,617,
datasets/203/281.jpg,203,14,61,645,363,
datasets/203/177.jpg,203,17,33,1247,675,
datasets/203/3.jpg,203,434,320,591,515,
datasets/203/273.jpg,203,27,119,592,406,
datasets/203/237.jpg,203,53,184,616,402,
datasets/203/100.jpg,203,20,68,505,367,
datasets/203/144.jpg,203,30,64,610,354,
datasets/203/230.jpg,203,117,211,904,521,
datasets/203/27.jpg,203,231,385,1875,1217,
datasets/203/19.jpg,203,107,181,1821,1058,
datasets/203/64.jpg,203,37,116,927,448,
datasets/203/189.jpg,203,43,139,1164,560,
datasets/203/224.jpg,203,170,154,592,315,
datasets/203/37.jpg,203,38,94,740,346,
datasets/203/107.jpg,203,683,169,1020,401,
datasets/203/36.jpg,203,240,509,3937,2661,
datasets/203/279.jpg,203,57,33,806,446,
datasets/203/181.jpg,203,71,210,741,553,
datasets/203/131.jpg,203,13,109,517,288,
datasets/203/112.jpg,203,883,159,1295,362,
datasets/203/277.jpg,203,40,69,688,433,
datasets/203/25.jpg,203,45,84,595,351,
datasets/203/74.jpg,203,133,14,788,275,
datasets/203/91.jpg,203,174,326,1735,936,
datasets/203/108.jpg,203,106,165,540,402,
datasets/203/52.jpg,203,47,62,603,359,
datasets/203/110.jpg,203,53,158,583,411,
datasets/203/145.jpg,203,57,96,588,428,
datasets/203/106.jpg,203,60,90,951,533,
datasets/203/164.jpg,203,254,211,1810,898,
datasets/203/260.jpg,203,63,159,585,427,
datasets/203/104.jpg,203,148,79,542,281,
datasets/203/28.jpg,203,454,105,648,267,
datasets/203/101.jpg,203,75,35,720,327,
datasets/203/60.jpg,203,126,84,350,197,
datasets/203/84.jpg,203,47,56,749,377,
datasets/203/46.jpg,203,78,57,279,152,
datasets/203/220.jpg,203,39,103,589,390,
datasets/203/235.jpg,203,237,165,1081,545,
datasets/203/191.jpg,203,53,24,360,245,
datasets/203/114.jpg,203,178,87,985,682,
datasets/203/253.jpg,203,17,106,515,290,
datasets/203/118.jpg,203,41,70,757,447,
datasets/203/271.jpg,203,107,86,480,260,
datasets/203/51.jpg,203,115,287,1398,773,
datasets/203/187.jpg,203,1043,581,1712,1670,
datasets/203/254.jpg,203,192,64,292,81,
datasets/203/256.jpg,203,597,501,864,663,
datasets/203/111.jpg,203,131,224,1092,723,
datasets/203/119.jpg,203,144,116,914,510,
datasets/203/155.jpg,203,24,76,633,416,
datasets/203/53.jpg,203,3089,1713,4948,2391,
datasets/203/102.jpg,203,155,137,994,596,
datasets/203/160.jpg,203,61,60,585,357,
datasets/203/186.jpg,203,112,242,1056,750,
datasets/203/243.jpg,203,24,0,1863,1365,
datasets/203/265.jpg,203,50,128,955,605,
datasets/203/128.jpg,203,68,32,659,450,
datasets/203/23.jpg,203,86,59,1121,518,
datasets/203/32.jpg,203,187,546,1340,1010,
datasets/203/85.jpg,203,659,22,720,236,
datasets/203/268.jpg,203,12,157,522,342,
datasets/203/58.jpg,203,255,157,939,518,
datasets/203/125.jpg,203,33,101,199,182,
datasets/203/146.jpg,203,154,358,1419,1013,
datasets/203/172.jpg,203,77,109,554,365,
datasets/203/133.jpg,203,555,262,639,305,
datasets/203/140.jpg,203,212,478,1676,1019,
datasets/203/21.jpg,203,589,395,3231,1481,
datasets/203/14.jpg,203,117,318,1785,957,
datasets/203/117.jpg,203,115,74,562,365,
datasets/203/262.jpg,203,77,38,375,273,
datasets/203/122.jpg,203,153,185,574,409,
datasets/203/79.jpg,203,57,12,617,288,
datasets/203/43.jpg,203,0,2,1000,665,
datasets/203/184.jpg,203,374,430,1787,1138,
datasets/203/264.jpg,203,20,48,332,160,
datasets/203/63.jpg,203,999,51,1114,436,
datasets/203/139.jpg,203,119,82,855,474,
datasets/203/226.jpg,203,89,117,686,387,
datasets/203/161.jpg,203,498,170,648,276,
datasets/203/17.jpg,203,144,350,2802,1657,
datasets/203/188.jpg,203,66,104,576,274,
datasets/203/203.jpg,203,56,60,419,235,
datasets/203/167.jpg,203,149,299,1460,790,
datasets/203/257.jpg,203,99,137,876,568,
datasets/203/116.jpg,203,827,2,937,267,
datasets/203/163.jpg,203,181,128,1171,632,
datasets/203/195.jpg,203,301,471,1958,1193,
datasets/203/269.jpg,203,120,114,277,524,
datasets/203/171.jpg,203,71,118,600,341,
datasets/203/99.jpg,203,380,468,1605,1103,
datasets/203/153.jpg,203,35,137,613,436,
datasets/203/150.jpg,203,116,114,1268,645,
datasets/203/44.jpg,203,42,93,594,344,
datasets/203/213.jpg,203,179,180,243,239,
datasets/203/223.jpg,203,10,27,626,385,
datasets/203/67.jpg,203,280,265,800,522,
datasets/203/83.jpg,203,358,311,1708,1016,
datasets/203/59.jpg,203,417,36,1352,452,
datasets/203/240.jpg,203,158,193,1843,1051,
datasets/203/1.jpg,203,128,137,1305,690,
datasets/203/77.jpg,203,57,12,617,288,
datasets/203/22.jpg,203,36,25,603,303,
datasets/203/232.jpg,203,36,134,993,652,
datasets/203/35.jpg,203,108,109,376,243,
datasets/203/123.jpg,203,32,115,606,420,
datasets/203/170.jpg,203,160,181,918,510,
datasets/203/132.jpg,203,17,159,538,392,
datasets/203/41.jpg,203,262,105,1671,609,
datasets/203/202.jpg,203,0,62,207,205,
datasets/203/212.jpg,203,60,114,543,309,
datasets/203/179.jpg,203,9,6,545,386,
datasets/203/48.jpg,203,143,92,906,582,
datasets/203/62.jpg,203,24,94,565,338,
datasets/203/136.jpg,203,143,158,1491,932,
datasets/203/229.jpg,203,85,133,310,251,
datasets/203/192.jpg,203,47,86,1229,833,
datasets/203/207.jpg,203,44,145,615,368,
datasets/203/193.jpg,203,28,110,1024,557,
datasets/203/196.jpg,203,25,74,621,404,
datasets/203/90.jpg,203,577,245,744,297,
datasets/203/227.jpg,203,88,342,1808,1021,
datasets/203/47.jpg,203,153,338,1781,890,
datasets/203/182.jpg,203,44,232,1217,688,
datasets/203/11.jpg,203,31,56,1266,614,
datasets/203/34.jpg,203,33,118,613,441,
datasets/203/190.jpg,203,595,124,639,166,
datasets/203/282.jpg,203,317,62,408,115,
datasets/203/284.jpg,203,36,3,616,415,
datasets/203/228.jpg,203,157,218,825,539,
datasets/203/92.jpg,203,3089,1713,4948,2391,
datasets/203/135.jpg,203,1123,60,1196,268,
datasets/203/73.jpg,203,242,226,1306,823,
datasets/203/65.jpg,203,798,422,1165,766,
datasets/203/4.jpg,203,131,165,1173,630,
datasets/203/50.jpg,203,109,79,637,278,
datasets/203/142.jpg,203,118,75,599,370,
datasets/203/57.jpg,203,109,73,909,580,
datasets/203/113.jpg,203,59,80,226,463,
datasets/203/185.jpg,203,43,101,764,458,
datasets/203/75.jpg,203,25,213,85,399,
datasets/203/219.jpg,203,88,140,527,363,
datasets/203/252.jpg,203,14,51,599,374,
datasets/203/158.jpg,203,0,142,25,168,
datasets/203/71.jpg,203,26,123,613,335,
datasets/203/272.jpg,203,72,65,853,451,
datasets/203/10.jpg,203,300,45,839,357,
datasets/203/98.jpg,203,25,64,509,369,
datasets/203/94.jpg,203,33,154,1175,611,
datasets/203/129.jpg,203,43,56,410,256,
datasets/203/38.jpg,203,34,189,640,426,
datasets/203/49.jpg,203,174,169,363,262,
datasets/203/225.jpg,203,167,58,1003,616,
datasets/203/222.jpg,203,150,138,839,430,
datasets/203/180.jpg,203,110,417,2388,1289,
datasets/203/87.jpg,203,170,100,1894,1203,
datasets/203/151.jpg,203,181,272,1784,1109,
datasets/203/56.jpg,203,31,105,593,380,
datasets/203/175.jpg,203,94,56,119,93,
datasets/203/278.jpg,203,125,252,1105,764,
datasets/203/66.jpg,203,341,194,1092,578,
datasets/203/33.jpg,203,463,721,3152,2254,
datasets/203/197.jpg,203,414,150,1233,585,
datasets/203/263.jpg,203,142,55,976,518,
datasets/203/174.jpg,203,26,100,491,287,
datasets/203/200.jpg,203,74,87,560,456,
datasets/203/215.jpg,203,46,116,79,137,
datasets/203/12.jpg,203,165,206,1415,771,
datasets/203/280.jpg,203,28,221,1174,833,
datasets/203/251.jpg,203,42,128,951,603,
datasets/203/97.jpg,203,49,74,1234,634,
datasets/203/247.jpg,203,40,84,266,189,
datasets/203/201.jpg,203,90,155,571,408,
datasets/203/126.jpg,203,83,92,558,342,
datasets/203/267.jpg,203,835,152,965,462,
datasets/203/9.jpg,203,318,219,1398,723,
datasets/203/183.jpg,203,34,121,601,384,
datasets/203/8.jpg,203,1433,275,1539,343,
datasets/203/82.jpg,203,563,378,1643,859,
datasets/203/137.jpg,203,253,486,1161,875,
datasets/203/45.jpg,203,655,486,1359,972,
datasets/203/20.jpg,203,100,88,758,389,
datasets/203/258.jpg,203,237,908,1923,1568,
datasets/203/168.jpg,203,13,17,286,222,
datasets/203/26.jpg,203,0,229,153,864,
datasets/203/109.jpg,203,368,54,1141,444,
datasets/203/29.jpg,203,41,70,757,447,
datasets/203/120.jpg,203,194,485,2198,1549,
datasets/203/218.jpg,203,10,27,1920,1080,
datasets/203/89.jpg,203,61,232,1537,1003,
datasets/203/233.jpg,203,73,16,621,291,
datasets/203/95.jpg,203,127,175,1009,581,
datasets/203/72.jpg,203,19,63,65,99,
datasets/203/31.jpg,203,119,220,394,969,
datasets/203/159.jpg,203,117,136,569,369,
datasets/203/166.jpg,203,15,224,390,407,
datasets/203/211.jpg,203,60,74,615,395,
datasets/203/141.jpg,203,139,270,1023,660,
datasets/203/70.jpg,203,452,40,518,88,
datasets/203/143.jpg,203,82,278,1515,862,
datasets/203/80.jpg,203,14,59,622,392,
datasets/203/246.jpg,203,37,56,323,231,
datasets/203/210.jpg,203,26,135,621,385,
datasets/204/238.jpg,204,94,173,669,460,
datasets/204/173.jpg,204,99,94,373,234,
datasets/204/249.jpg,204,280,165,670,458,
datasets/204/157.jpg,204,68,47,715,329,
datasets/204/69.jpg,204,289,96,1064,473,
datasets/204/165.jpg,204,0,79,629,416,
datasets/204/234.jpg,204,270,168,836,492,
datasets/204/138.jpg,204,94,381,960,776,
datasets/204/248.jpg,204,232,41,1613,770,
datasets/204/6.jpg,204,107,162,1111,800,
datasets/204/221.jpg,204,420,163,912,504,
datasets/204/96.jpg,204,60,265,1766,998,
datasets/204/261.jpg,204,125,561,1241,1083,
datasets/204/266.jpg,204,29,129,1008,708,
datasets/204/245.jpg,204,50,108,692,395,
datasets/204/54.jpg,204,53,230,621,428,
datasets/204/149.jpg,204,17,65,458,293,
datasets/204/259.jpg,204,57,49,1121,634,
datasets/204/239.jpg,204,10,138,989,692,
datasets/204/244.jpg,204,122,34,658,386,
datasets/204/81.jpg,204,72,227,1781,1043,
datasets/204/76.jpg,204,66,88,546,397,
datasets/204/78.jpg,204,43,130,971,630,
datasets/204/178.jpg,204,67,40,525,278,
datasets/204/61.jpg,204,281,239,762,549,
datasets/204/236.jpg,204,62,47,423,268,
datasets/204/7.jpg,204,338,341,1186,815,
datasets/204/105.jpg,204,122,355,1648,1055,
datasets/204/152.jpg,204,143,128,437,320,
datasets/204/154.jpg,204,77,111,924,622,
datasets/204/134.jpg,204,8,101,1003,685,
datasets/204/148.jpg,204,118,29,930,407,
datasets/204/255.jpg,204,1716,332,1917,671,
datasets/204/15.jpg,204,322,221,1566,956,
datasets/204/156.jpg,204,67,131,1547,894,
datasets/204/93.jpg,204,68,101,596,384,
datasets/204/194.jpg,204,11,0,719,468,
datasets/204/42.jpg,204,64,86,735,409,
datasets/204/199.jpg,204,463,86,639,200,
datasets/204/88.jpg,204,80,215,1545,970,
datasets/204/2.jpg,204,8,156,1169,636,
datasets/204/250.jpg,204,62,91,598,422,
datasets/204/86.jpg,204,45,126,594,410,
datasets/204/241.jpg,204,194,101,1513,514,
datasets/204/274.jpg,204,41,161,1001,574,
datasets/204/205.jpg,204,36,56,576,385,
datasets/204/127.jpg,204,60,152,967,720,
datasets/204/121.jpg,204,57,118,1226,515,
datasets/204/270.jpg,204,1610,1708,3520,3282,
datasets/204/208.jpg,204,210,295,960,643,
datasets/204/24.jpg,204,100,77,1499,823,
datasets/204/206.jpg,204,2,71,617,439,
datasets/204/231.jpg,204,216,180,640,426,
